fe_lo,fe_hi,mn_lo,mn_hi,c_lo,c_hi,si_lo,si_hi,s_lo,s_hi,p_lo,p_hi
97.3,97.92,1.60,1.90,0.330,0.380,0.15,0.35,0,0.040,0,0.035
